id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,Lower,Upper,LABEL,SELECTIE,FILTER
1037832,Charming & Sunny lakeside new house,5713208,Mac,,IJburg - Zeeburgereiland,"52,36242553","4,975597774",Entire home/apt,111,5,10,2016-06-05,"0,26",1,344,3153,3784,3153 - 3784,3153,2016
1025835,Private room Amsterdam simply good,3040855,Michael,,IJburg - Zeeburgereiland,"52,36103087","4,975123346",Private room,65,1,44,2016-06-19,"3,91",4,126,3153,3784,3153 - 3784,3153,2016
12788723,Nice family house offers you a nice room,69619241,Lucy,,IJburg - Zeeburgereiland,"52,36210485","4,975304135",Private room,80,1,0,,,1,78,3153,3784,3153 - 3784,3153,2016
12560490,great family house on island,68081836,Ingrid,,IJburg - Zeeburgereiland,"52,3607455","4,977468081",Entire home/apt,200,2,0,,,1,27,3153,3784,3153 - 3784,3153,2016
666704,"All u need, relaxed place Amsterdam",3040855,Michael,,IJburg - Zeeburgereiland,"52,36237921","4,975270168",Private room,55,1,145,2016-06-17,"3,11",4,248,3153,3784,3153 - 3784,3153,2016
11234514,FiRST CHOICE APARTMENT,58568686,Sadi,,Geuzenveld - Slotermeer,"52,37470798","4,800871421",Entire home/apt,120,1,2,2016-05-15,"0,62",1,297,2523,3153,2523 - 3153,2523,2016
4330897,Nice 2 persons-room and +facilities,22486644,Alex,,Osdorp,"52,35098357","4,795756924",Private room,60,2,29,2016-05-22,"1,39",2,359,3153,3784,3153 - 3784,3153,2016
1021761,Modern and spacious appartment!,5624086,Stan,,Bos en Lommer,"52,37772644","4,852287",Entire home/apt,64,3,3,2016-05-15,"0,14",1,167,5676,6307,5676 - 6307,5676,2016
886606,Art apartment Amsterdam,4682226,Benjamim,,Bos en Lommer,"52,3775605","4,852219814",Entire home/apt,90,2,14,2016-06-26,"0,64",1,335,5676,6307,5676 - 6307,5676,2016
4712693,309 Jordaan Apartment 9,1477248,Niels,,Centrum-West,"52,37758225","4,89152659",Entire home/apt,111,28,3,2015-11-04,"0,21",10,194,5676,6307,5676 - 6307,5676,2016
5009826,Green room on the top,12025422,Novella,,Centrum-West,"52,37776038","4,891152139",Private room,110,3,7,2016-06-02,"1,56",4,365,5676,6307,5676 - 6307,5676,2016
9223327,Canal Apartment Herengracht,12856622,Gert-Jan,,Centrum-West,"52,37798301","4,891968704",Entire home/apt,175,2,30,2016-06-26,"3,75",19,311,5676,6307,5676 - 6307,5676,2016
3280410,Canal apartment in historic centre,6295473,Thomas,,Centrum-West,"52,37768522","4,891522748",Entire home/apt,130,5,11,2015-10-01,"0,45",1,0,5676,6307,5676 - 6307,5676,2016
11962815,Old Style City apartment Amsterdam,7594884,Duco,,Centrum-West,"52,37793167","4,891563493",Entire home/apt,219,3,6,2016-06-01,"2,12",17,23,5676,6307,5676 - 6307,5676,2016
2403258,Experience Amsterdam Centre,12227060,Sander,,De Baarsjes - Oud-West,"52,36867991","4,87324019",Entire home/apt,120,3,17,2016-06-24,"1,28",1,35,5676,6307,5676 - 6307,5676,2016
6144445,studio/apartment near city center,18159537,Joost,,De Baarsjes - Oud-West,"52,3686672","4,873124421",Entire home/apt,85,4,3,2016-03-15,"0,22",1,0,5676,6307,5676 - 6307,5676,2016
4434877,Luxurious canal apartment,9137645,Nine,,De Baarsjes - Oud-West,"52,36866322","4,873420425",Entire home/apt,150,2,5,2016-05-01,"0,58",1,184,5676,6307,5676 - 6307,5676,2016
12624441,large houseboat on great location,5702984,Michiel,,De Baarsjes - Oud-West,"52,36916961","4,873174309",Entire home/apt,300,2,7,2016-06-28,"3,68",1,241,5676,6307,5676 - 6307,5676,2016
13571850,"Fantastic family home + garden, in old west-area!",669178,Sammy,,De Baarsjes - Oud-West,"52,36919704","4,873176164",Entire home/apt,149,2,0,,,156,32,5676,6307,5676 - 6307,5676,2016
13144755,Excellent Canal View Apt,11695804,Kathleen,,De Baarsjes - Oud-West,"52,36884714","4,872947735",Entire home/apt,136,3,1,2016-06-21,1,2,341,5676,6307,5676 - 6307,5676,2016
13639001,1 room 2 persons near City Centre / RAI & Business,55957448,Maarten,,De Pijp - Rivierenbuurt,"52,34403794","4,896608191",Private room,58,1,0,,,3,274,5676,6307,5676 - 6307,5676,2016
1319013,ChildfriendlyPeaceful 3floor house!,5240849,Julia,,Centrum-Oost,"52,36937674","4,916365192",Entire home/apt,128,2,26,2016-06-26,"0,79",1,221,5045,5676,5045 - 5676,5045,2016
7450293,Charming prived room in artist loft,39014041,Lieva,,Centrum-Oost,"52,3691004","4,916097383",Private room,95,2,32,2016-06-27,"2,89",1,152,5045,5676,5045 - 5676,5045,2016
7941336,Supercoze home in the Pijp,41442507,Daniel,,De Pijp - Rivierenbuurt,"52,35505578","4,902900453",Entire home/apt,136,2,22,2016-02-29,"2,15",1,150,5045,5676,5045 - 5676,5045,2016
6878306,Modern & new canal groundfloor apt,9725168,Roy En Susan,,De Baarsjes - Oud-West,"52,36110037","4,856214729",Entire home/apt,99,2,50,2016-06-23,"4,05",1,294,5045,5676,5045 - 5676,5045,2016
12075324,Comfort light renovated apt (74m2),25100751,Lieke,,De Baarsjes - Oud-West,"52,36122399","4,856169845",Entire home/apt,120,2,3,2016-06-28,"1,05",1,361,5045,5676,5045 - 5676,5045,2016
3245544,"Renovated, Cosy Appartment & Garden",16418309,Jasper,,De Baarsjes - Oud-West,"52,36107799","4,856263631",Entire home/apt,89,2,6,2016-05-07,"0,26",1,8,5045,5676,5045 - 5676,5045,2016
3087457,Bright waterside apartment for you,9961054,Martijn,,De Baarsjes - Oud-West,"52,36134016","4,856022415",Entire home/apt,140,2,6,2016-05-30,"0,61",1,171,5045,5676,5045 - 5676,5045,2016
12078477,Cozy studio in Amsterdam for two!,64729064,Daniella,,Bijlmer-Centrum,"52,32225989","4,955654344",Entire home/apt,55,1,4,2016-05-08,"1,41",1,0,"1503,19",1892,< 1892,0000,2016
3583322,Luxury  apartment for 4/5  close to the  center,16274382,Gina,,Oud-Oost,"52,3573967","4,908680546",Entire home/apt,200,2,13,2016-05-03,"0,56",3,199,5045,5676,5045 - 5676,5045,2016
8339007,"Private house sleeps 4,free parking",15614204,Marjolein,,De Aker - Nieuw Sloten,"52,34825837","4,789971797",Entire home/apt,130,2,32,2016-06-26,"3,52",2,97,1892,2523,1892 - 2523,1892,2016
12237930,gezellige benedenwoning,65859591,Karin,,Osdorp,"52,35594198","4,788005713",Entire home/apt,60,3,4,2016-06-21,"2,03",1,65,1892,2523,1892 - 2523,1892,2016
9364514,Comfortable stay in AMS-Southeast,48591465,Rosa,,Bijlmer-Centrum,"52,31638188","4,945503965",Private room,50,1,35,2016-06-30,"4,67",1,302,1892,2523,1892 - 2523,1892,2016
6980918,Modern Apartment w Cat (weekly & monthly discount),4816887,Bill,,Noord-West,"52,41696405","4,891143154",Entire home/apt,70,7,3,2016-06-11,"0,3",1,0,1892,2523,1892 - 2523,1892,2016
11051820,Single Room in Shared Flat,20773372,Yu,,Oud-Oost,"52,36213024","4,93024246",Private room,41,3,3,2016-03-29,"0,67",1,0,4414,5045,4414 - 5045,4414,2016
591951,"House on waterfront, last minute reduction!",2580855,Martine,,Bijlmer-Oost,"52,32698144","4,98294891",Entire home/apt,191,2,24,2016-06-26,"0,51",1,346,1892,2523,1892 - 2523,1892,2016
13779421,Short stay room in Amsterdam (in student house),80899279,Ruben,,Bijlmer-Oost,"52,32643008","4,982602235",Private room,27,1,0,,,1,364,1892,2523,1892 - 2523,1892,2016
5878179,Lovely Family home with garden,6221324,Michele,,Geuzenveld - Slotermeer,"52,38355542","4,826959266",Entire home/apt,150,4,2,2015-10-19,"0,21",3,5,4414,5045,4414 - 5045,4414,2016
8164423,Nice room nearby city centre,6221324,Michele,,Geuzenveld - Slotermeer,"52,38348843","4,82721339",Private room,59,2,31,2016-06-11,"3,38",3,119,4414,5045,4414 - 5045,4414,2016
944529,"personal & cosy, home in Amsterdam!",5113662,Stefan,,Geuzenveld - Slotermeer,"52,37758086","4,819476675",Shared room,78,3,21,2016-05-17,"0,51",2,365,1892,2523,1892 - 2523,1892,2016
9599139,Nice room shopping center Amsterdam,49681116,Rosemary,,Geuzenveld - Slotermeer,"52,37690965","4,820593803",Private room,65,1,31,2016-06-12,"4,7",1,341,1892,2523,1892 - 2523,1892,2016
6359298,Room for 2 or 3 guests in Amsterdam,7270724,Luiz,,Geuzenveld - Slotermeer,"52,37642946","4,820083198",Private room,95,1,5,2016-06-29,"2,94",1,335,1892,2523,1892 - 2523,1892,2016
11520797,Bright room in Amsterdam,7555100,Vitor,,Bos en Lommer,"52,38403268","4,848410421",Private room,95,1,0,,,1,150,4414,5045,4414 - 5045,4414,2016
1934989,Room in cosy apt next to centre,7923273,Roberta,,Westerpark,"52,38965203","4,889142496",Private room,70,1,9,2015-11-10,"0,48",1,0,4414,5045,4414 - 5045,4414,2016
7335372,Printed House 4,14574533,Hotel Not Hotel,,De Baarsjes - Oud-West,"52,36559846","4,858521452",Private room,100,1,0,,,23,308,4414,5045,4414 - 5045,4414,2016
8904455,Elegant & Simple Guest Bedroom,40565986,Claudia,,De Baarsjes - Oud-West,"52,36570923","4,858671433",Private room,60,2,23,2016-06-03,"3,15",1,183,4414,5045,4414 - 5045,4414,2016
12541624,Chearfull apartment East Amsterdam!,50834635,Nauli,,Oud-Oost,"52,36120492","4,925671684",Entire home/apt,120,4,2,2016-06-29,"0,87",1,19,4414,5045,4414 - 5045,4414,2016
13594250,Stylish & Spacious 180m2 Deluxe Zuidas Apartment,78567398,Anka,,Buitenveldert - Zuidas,"52,33784532","4,872065514",Entire home/apt,150,3,0,,,1,5,6307,7569,6307 - 7569,6307,2016
7584984,"Big room, 10min to airport & center",39777852,Rafaela,,Buitenveldert - Zuidas,"52,33776423","4,87044912",Private room,99,1,7,2016-07-02,"3,62",1,85,6307,7569,6307 - 7569,6307,2016
13221025,Great Apartment in a fantastic location!,24630452,Pranav,,Buitenveldert - Zuidas,"52,33713783","4,871533242",Entire home/apt,70,1,1,2016-05-28,"0,79",1,0,6307,7569,6307 - 7569,6307,2016
12088146,Luxury & Spacious Apartment,62906743,Elroy,,Buitenveldert - Zuidas,"52,33686143","4,871137186",Entire home/apt,276,5,0,,,1,18,6307,7569,6307 - 7569,6307,2016
13136632,Modern and luxurious apartment in center Amsterdam,73191117,Veronica,,Centrum-Oost,"52,37174352","4,930124955",Entire home/apt,129,1,4,2016-06-20,4,1,0,6307,7569,6307 - 7569,6307,2016
13807292,"Cosy duplex with garden, center Amsterdam",12985036,Juliette,,Centrum-Oost,"52,37104781","4,930080655",Entire home/apt,178,2,0,,,1,41,6307,7569,6307 - 7569,6307,2016
2904582,Family apartment in Amsterdam,4720158,Jet,,Centrum-Oost,"52,37100141","4,929573822",Entire home/apt,140,2,0,,,1,24,6307,7569,6307 - 7569,6307,2016
325165,Studio in the centre of Amsterdam,1636818,Janneke,,Centrum-Oost,"52,37073252","4,928607659",Entire home/apt,80,3,13,2016-06-06,"0,33",1,0,6307,7569,6307 - 7569,6307,2016
11034875,calm&neat couple peaceful stay AMST,5988827,Annelore,,Centrum-Oost,"52,37159386","4,931081448",Entire home/apt,99,2,10,2016-05-13,3,1,0,6307,7569,6307 - 7569,6307,2016
57811,A Modern City Centre apartment,275886,Robert,,Centrum-Oost,"52,37175722","4,928786798",Entire home/apt,125,1,20,2016-06-26,"0,34",1,309,6307,7569,6307 - 7569,6307,2016
9264648,"The Studio, Amsterdam centre.",13209875,Doug,,Centrum-Oost,"52,37206578","4,930812737",Entire home/apt,75,2,13,2016-06-28,"1,67",1,23,6307,7569,6307 - 7569,6307,2016
4609694,Beautiful Spacious Piano Apartment,23884773,Philip,,Centrum-Oost,"52,37220349","4,930642431",Entire home/apt,139,3,20,2015-08-22,"1,08",1,44,6307,7569,6307 - 7569,6307,2016
10703192,Cosy and bright A'dam apartment,3513031,Monique & Chris,,Centrum-Oost,"52,37156562","4,930824018",Entire home/apt,200,1,9,2016-06-12,"2,11",1,241,6307,7569,6307 - 7569,6307,2016
9490628,Nice 2floor apartment for 2 people,49189764,Jan Paul,,Centrum-Oost,"52,37197031","4,930198282",Entire home/apt,64,1,4,2015-12-21,"0,53",1,0,6307,7569,6307 - 7569,6307,2016
9554260,Bohemian house boat near center,21754003,Nina,,Centrum-Oost,"52,3722784","4,929496566",Entire home/apt,381,3,16,2016-07-01,"2,26",1,66,6307,7569,6307 - 7569,6307,2016
10242154,Clean & Basic APT in Buzzing East,7002898,Twan,,Centrum-Oost,"52,37062468","4,928940944",Entire home/apt,110,2,10,2016-05-29,"1,64",57,46,6307,7569,6307 - 7569,6307,2016
11319568,Spacious apartment in A'dam centre,6236573,Feline,,Centrum-Oost,"52,37061686","4,929744727",Entire home/apt,130,2,7,2016-06-28,"2,69",1,40,6307,7569,6307 - 7569,6307,2016
364728,Fancy decorated little Tsarina 75m2,1155851,Tsarina,,Centrum-Oost,"52,37101588","4,930616986",Entire home/apt,115,2,66,2016-06-26,"1,28",2,311,6307,7569,6307 - 7569,6307,2016
12824772,Monumental cosy luxurious apartment,69971797,BnB Beheer,,Centrum-Oost,"52,37118774","4,930625763",Entire home/apt,100,2,6,2016-06-26,"4,5",1,50,6307,7569,6307 - 7569,6307,2016
11706075,Cute studio Amsterdam  close to CS,10026672,Anouschka,,Centrum-Oost,"52,37140685","4,930367826",Entire home/apt,95,3,6,2016-06-04,"2,09",3,0,6307,7569,6307 - 7569,6307,2016
3725272,New clean and light apartment,922621,Marijn,,Centrum-Oost,"52,37116599","4,929817934",Entire home/apt,146,2,7,2016-02-22,"0,31",1,0,6307,7569,6307 - 7569,6307,2016
6424302,"Loft - family house, with garden",22208651,Sabine,,Centrum-Oost,"52,37098718","4,930254058",Entire home/apt,251,5,2,2016-01-03,"0,23",1,10,6307,7569,6307 - 7569,6307,2016
6846734,Lovely Maisonette with Sauna,11956142,Davey & Maya,,Centrum-Oost,"52,37067094","4,932415007",Entire home/apt,150,2,12,2016-06-28,"0,95",1,281,6307,7569,6307 - 7569,6307,2016
1211540,Czaar Peter Eastern Docks apartment,6612832,Martin,,Centrum-Oost,"52,37059453","4,930413737",Entire home/apt,100,2,4,2016-05-16,"0,11",1,339,6307,7569,6307 - 7569,6307,2016
3879930,Spacious and unique apmnt Amsterdam,20056287,Mumu,,Centrum-Oost,"52,370627","4,93059098",Entire home/apt,276,2,15,2016-05-03,"0,71",1,326,6307,7569,6307 - 7569,6307,2016
7037025,Modern loft apartment in centre,36894207,Chika,,Centrum-Oost,"52,37074537","4,931646961",Entire home/apt,150,3,2,2016-03-27,"0,5",1,9,6307,7569,6307 - 7569,6307,2016
8803098,Cosy apt. near centre w/ great view,14667606,Nico,,Centrum-Oost,"52,37028212","4,930674305",Entire home/apt,120,2,2,2016-01-03,"0,31",1,0,6307,7569,6307 - 7569,6307,2016
3888616,Monumental cosy maisonette - centre,20034332,Olivier,,Centrum-Oost,"52,37015776","4,930444717",Entire home/apt,125,2,23,2016-05-29,"1,02",1,364,6307,7569,6307 - 7569,6307,2016
11577278,Great spacious central apt + WIFI,61198816,Steffie,,Centrum-Oost,"52,37085807","4,931992737",Entire home/apt,120,3,3,2016-06-20,"1,96",1,15,6307,7569,6307 - 7569,6307,2016
362458,Bright apartment in Center-East,1831568,Roel,,Centrum-Oost,"52,37021068","4,930074873",Entire home/apt,75,2,27,2016-06-19,"0,63",1,148,6307,7569,6307 - 7569,6307,2016
1606616,Big Apartment in Centre Amsterdam,8558478,Remko,,Centrum-Oost,"52,37060209","4,930505836",Entire home/apt,136,1,1,2016-05-08,"0,52",1,0,6307,7569,6307 - 7569,6307,2016
4587844,Spacious apartment in school,3640101,Johanna,,Centrum-Oost,"52,37108131","4,932362609",Entire home/apt,350,2,11,2016-03-29,"0,65",1,206,6307,7569,6307 - 7569,6307,2016
13522872,Luxurious spacious family home with sunny garden!,77689783,Maarten,,Watergraafsmeer,"52,35047845","4,936628108",Entire home/apt,140,2,0,,,1,0,6307,7569,6307 - 7569,6307,2016
12642392,Light and spaceous appartment,7561889,Joost,,Watergraafsmeer,"52,35083987","4,940107536",Entire home/apt,100,13,0,,,1,40,6307,7569,6307 - 7569,6307,2016
9707369,Spacious Amsterdam family home,2046937,Dionne,,Watergraafsmeer,"52,35004559","4,937138536",Entire home/apt,150,3,4,2016-06-19,"0,65",2,4,6307,7569,6307 - 7569,6307,2016
4942234,"Comfortable, Spacious and Quiet",23429184,Lou,,Watergraafsmeer,"52,35098162","4,938387723",Entire home/apt,175,3,31,2016-06-19,"2,04",1,0,6307,7569,6307 - 7569,6307,2016
2977541,New: Family house with garden,15185862,Bernard & Suzan,,Watergraafsmeer,"52,35128532","4,938368373",Entire home/apt,95,4,9,2016-05-08,"0,37",1,0,6307,7569,6307 - 7569,6307,2016
650154,"NEAR CENTRE,SPACIOUS & NICE GARDEN!",3265171,Martijn & Siti,,Watergraafsmeer,"52,35088313","4,936628589",Entire home/apt,136,3,13,2016-06-07,"0,3",1,30,6307,7569,6307 - 7569,6307,2016
4691299,Spacious home in Amsterdam Oost,16892014,Thomas,,Watergraafsmeer,"52,35110004","4,938293149",Entire home/apt,125,4,3,2015-08-23,"0,16",1,249,6307,7569,6307 - 7569,6307,2016
7496636,Spacious app  with rooftop terrace,26524306,Janneke,,Watergraafsmeer,"52,35019195","4,939440981",Entire home/apt,125,2,7,2016-05-08,"0,65",1,310,6307,7569,6307 - 7569,6307,2016
1038625,Family house with garden & bicycles,5717892,Hans,,Watergraafsmeer,"52,3511417","4,936385827",Entire home/apt,226,7,10,2015-10-21,"0,26",1,171,6307,7569,6307 - 7569,6307,2016
13709930,Private room with double bed in nice apartment,80044995,Esther,,Watergraafsmeer,"52,35081699","4,940392167",Private room,65,2,0,,,1,2,6307,7569,6307 - 7569,6307,2016
5648420,Comfortable stay with top view!,7299671,Tim,,Watergraafsmeer,"52,3507121","4,93959332",Private room,59,2,8,2015-11-28,"0,53",1,334,6307,7569,6307 - 7569,6307,2016
1322802,Very comfortable 2 room apartment,7179745,Jenna,,Watergraafsmeer,"52,35156604","4,936598205",Entire home/apt,90,2,72,2016-06-27,"1,99",1,202,6307,7569,6307 - 7569,6307,2016
9880275,Clean room in spacious family home,2046937,Dionne,,Watergraafsmeer,"52,3503705","4,938510835",Private room,75,1,1,2016-03-30,"0,31",2,0,6307,7569,6307 - 7569,6307,2016
9389703,Room in large appartment,10011513,Robbert,,Watergraafsmeer,"52,35298286","4,935138759",Private room,40,5,0,,,1,0,6307,7569,6307 - 7569,6307,2016
6918107,Nice appartement/house in great quiet/unique area,15093411,Jan,,Watergraafsmeer,"52,35305558","4,935756319",Entire home/apt,150,1,0,,,1,6,6307,7569,6307 - 7569,6307,2016
5870664,"Great family house, great location",30482832,Bienja,,Zuid,"52,35373464","4,867152957",Entire home/apt,300,1,7,2016-05-16,"0,49",1,291,6307,7569,6307 - 7569,6307,2016
7207926,Great apartment next to Vondelpark,8967710,Iriet,,Zuid,"52,35405895","4,866713795",Entire home/apt,140,3,9,2016-06-10,"1,93",2,303,6307,7569,6307 - 7569,6307,2016
12382477,Sunny Appartment Vondelpark,63130905,Thijs,,Zuid,"52,35380344","4,86628266",Entire home/apt,165,1,0,,,1,21,6307,7569,6307 - 7569,6307,2016
3580146,Stylish 2 person bed and bathroom,2944771,Angelique,,Zuid,"52,35453625","4,873621907",Private room,100,2,29,2016-05-15,"1,58",1,332,6307,7569,6307 - 7569,6307,2016
3384508,"Family home, 140m2 ",13942046,Fennande,,Zuid,"52,35441891","4,873400168",Entire home/apt,245,2,4,2016-04-24,"0,18",1,7,6307,7569,6307 - 7569,6307,2016
3824126,Center museumquarter stylish apt,4642624,Inge,,Zuid,"52,3548415","4,873606479",Entire home/apt,87,2,9,2015-11-16,"0,55",1,5,6307,7569,6307 - 7569,6307,2016
8245442,Gorgeous apartment near Vondelpark!,15797083,Anouk,,Zuid,"52,35249629","4,858779212",Entire home/apt,100,3,5,2016-06-27,"0,53",1,199,6307,7569,6307 - 7569,6307,2016
12484537,Central and quiet one-bedroom flat,3235956,Valentina,,Centrum-Oost,"52,36829762","4,925063733",Entire home/apt,80,5,3,2016-05-24,"1,2",1,255,6307,7569,6307 - 7569,6307,2016
10581459,The Love Boat,9083880,Evelien,,Centrum-Oost,"52,36837052","4,925352994",Entire home/apt,100,2,1,2016-02-14,"0,21",1,227,6307,7569,6307 - 7569,6307,2016
465646,Amsterdam Center Deluxe Apartment,2312930,Celso,,Centrum-Oost,"52,36792502","4,924976977",Entire home/apt,138,2,12,2016-06-29,"5,81",1,300,6307,7569,6307 - 7569,6307,2016
7177899,Cosy apartment 10 mn from center,7909165,Martine,,De Pijp - Rivierenbuurt,"52,34690268","4,902513264",Entire home/apt,115,8,1,2016-01-06,"0,17",2,0,6307,7569,6307 - 7569,6307,2016
1383494,Nice and cozy studio apartment,5979549,Bobby,,Oostelijk Havengebied - Indische Buurt,"52,36239185","4,93588359",Entire home/apt,75,1,34,2016-06-27,"0,95",1,275,6307,7569,6307 - 7569,6307,2016
8145059,Newly renovated Apt in trendy area,43005192,Pasquale,,Oostelijk Havengebied - Indische Buurt,"52,36223662","4,935893233",Entire home/apt,90,2,19,2016-06-29,"1,84",1,295,6307,7569,6307 - 7569,6307,2016
5821099,Nice house in friendly neighborhood,16415068,Jasper,,Watergraafsmeer,"52,35418003","4,927740604",Entire home/apt,146,3,15,2016-06-26,"1,08",1,327,6307,7569,6307 - 7569,6307,2016
1916430,Cosy&light 3 bedroom aprtmnt! (2-6),9937967,Sjoukje,,Slotervaart,"52,36262083","4,831833828",Entire home/apt,180,2,19,2016-06-15,"0,62",1,122,3784,4414,3784 - 4414,3784,2016
13703310,apartment in Amsterdam,79959296,Wiola,,Slotervaart,"52,36275192","4,831759616",Entire home/apt,59,4,0,,,1,12,3784,4414,3784 - 4414,3784,2016
6447564,Appartement with garden city center,33663003,Jurjen,,De Pijp - Rivierenbuurt,"52,34947145","4,89348825",Entire home/apt,111,4,4,2016-01-02,"0,35",1,11,5045,5676,5045 - 5676,5045,2016
1298851,Light spacious apartment in de Pijp,4109781,Suzanne,,De Pijp - Rivierenbuurt,"52,34988441","4,893812252",Entire home/apt,99,6,71,2016-05-04,"1,94",1,72,5045,5676,5045 - 5676,5045,2016
9956880,Lovely apartment in De Pijp,2556382,Anat,,De Pijp - Rivierenbuurt,"52,35089172","4,894034257",Entire home/apt,100,2,0,,,1,0,5045,5676,5045 - 5676,5045,2016
1184251,2 bedr. apartment in vibrant Pijp!,6477252,Paulien,,De Pijp - Rivierenbuurt,"52,35041397","4,89233656",Entire home/apt,120,6,3,2015-01-05,"0,08",1,4,5045,5676,5045 - 5676,5045,2016
13471987,Spacious apartment in Riverside - canal views!,14255784,Rogier,,De Pijp - Rivierenbuurt,"52,34929569","4,893619741",Entire home/apt,136,1,0,,,1,7,5045,5676,5045 - 5676,5045,2016
451201,Family apt in top location De Pijp,2241149,Jessika,,De Pijp - Rivierenbuurt,"52,35048864","4,894355821",Entire home/apt,120,3,16,2016-05-16,"0,61",1,184,5045,5676,5045 - 5676,5045,2016
2932598,Cozy apartment in,11424173,Tom,,De Pijp - Rivierenbuurt,"52,35085629","4,894014726",Private room,77,2,50,2016-06-29,"1,91",1,153,5045,5676,5045 - 5676,5045,2016
2668739,Spacious apartment in Amsterdam,13661100,Galit,,De Pijp - Rivierenbuurt,"52,35066082","4,893021747",Entire home/apt,100,3,0,,,1,240,5045,5676,5045 - 5676,5045,2016
633585,"Amazing, spacious Amsterdam Apt. ",898904,Sietske,,De Pijp - Rivierenbuurt,"52,35073895","4,892641871",Entire home/apt,95,3,41,2016-06-27,"0,86",1,190,5045,5676,5045 - 5676,5045,2016
8624248,Spacious apartment in de Pijp,3858469,Julia,,De Pijp - Rivierenbuurt,"52,34975728","4,892880595",Entire home/apt,100,1,1,2015-10-13,"0,11",1,0,5045,5676,5045 - 5676,5045,2016
6096697,Light and spacious apt in De Pijp,23416328,Anne,,De Pijp - Rivierenbuurt,"52,34987979","4,893491031",Entire home/apt,120,4,1,2015-06-01,"0,08",1,0,5045,5676,5045 - 5676,5045,2016
3665553,"Large lakeside house, great views",18586354,Michael,,IJburg - Zeeburgereiland,"52,35188979","4,995621575",Entire home/apt,300,1,0,,,1,0,5045,5676,5045 - 5676,5045,2016
11614116,"Pinterest Room, Free Parking",5441169,Robert,,IJburg - Zeeburgereiland,"52,35207717","4,994027219",Private room,62,2,0,,,4,336,5045,5676,5045 - 5676,5045,2016
6826794,"Deluxe waterfront villa, 4-8 pers.",28640347,Marc & Ellen,,IJburg - Zeeburgereiland,"52,35343876","4,993090976",Entire home/apt,165,2,1,2015-07-22,"0,09",2,187,5045,5676,5045 - 5676,5045,2016
7267769,Colourful oasis close to Zuidas&RAI,37209574,Ingrid,,Buitenveldert - Zuidas,"52,33423109","4,87896076",Entire home/apt,100,2,1,2015-09-14,"0,1",1,0,5045,5676,5045 - 5676,5045,2016
3489363,"Private Studio, FantasticCanalView!",3338541,Annet,,De Pijp - Rivierenbuurt,"52,34842753","4,896718004",Entire home/apt,85,2,39,2016-06-21,"1,6",1,52,5045,5676,5045 - 5676,5045,2016
8267248,Luxurious City apartment Amsterdam,43591855,Juliana And Julien,,De Pijp - Rivierenbuurt,"52,34827328","4,896774088",Entire home/apt,251,3,1,2015-09-13,"0,1",1,67,5045,5676,5045 - 5676,5045,2016
13796062,cosy and complete attic studio in De Pijp,5503328,Marleen,,De Pijp - Rivierenbuurt,"52,34869454","4,89627927",Entire home/apt,75,4,0,,,2,0,5045,5676,5045 - 5676,5045,2016
1343884,"Sunny appartement, Amsterdam",7289811,Jasper,,De Pijp - Rivierenbuurt,"52,34828791","4,896038335",Entire home/apt,145,1,0,,,1,0,5045,5676,5045 - 5676,5045,2016
12059189,Spacious private room in CityCentre,64502252,Petra,,Centrum-Oost,"52,36961208","4,906290764",Private room,104,2,8,2016-06-27,"3,69",1,66,5045,5676,5045 - 5676,5045,2016
9529610,Private studio near Leidse square,18450422,Cherissa,,De Baarsjes - Oud-West,"52,36514167","4,866794749",Entire home/apt,82,2,13,2016-06-26,"1,78",1,120,5045,5676,5045 - 5676,5045,2016
11697661,Apartment on trendy hotspot!,10755325,Noor,,De Baarsjes - Oud-West,"52,36525996","4,866863393",Entire home/apt,111,2,1,2016-05-30,"0,83",1,327,5045,5676,5045 - 5676,5045,2016
1702467,Garden house in creative Oud-West,3962118,Karlijn,,De Baarsjes - Oud-West,"52,36453644","4,868118382",Entire home/apt,89,5,2,2015-05-28,"0,14",1,302,5045,5676,5045 - 5676,5045,2016
13720507,"My Home, Well-Situated & Equipped",2975937,Adriaan,,De Baarsjes - Oud-West,"52,3651036","4,867748829",Entire home/apt,136,5,0,,,2,43,5045,5676,5045 - 5676,5045,2016
12061733,Green sunny haven in lively Oudwest,25197664,Jasper,,De Baarsjes - Oud-West,"52,3647785","4,866131131",Entire home/apt,115,3,0,,,1,193,5045,5676,5045 - 5676,5045,2016
5239627,Light and cosy app. city centre,27116014,Sophia,,De Baarsjes - Oud-West,"52,36464156","4,866985538",Entire home/apt,160,2,37,2016-05-28,"3,45",1,0,5045,5676,5045 - 5676,5045,2016
3197183,"Bright, Great Located Apartment",8486186,Christopher,,De Pijp - Rivierenbuurt,"52,34911207","4,886706731",Entire home/apt,111,2,86,2016-06-19,"3,54",1,283,5045,5676,5045 - 5676,5045,2016
11818367,Luxurious & spacious apartment!,59370698,Jamie-Lee,,Buitenveldert - Zuidas,"52,3306136","4,889296839",Entire home/apt,150,1,1,2016-03-27,"0,3",1,0,3153,3784,3153 - 3784,3153,2016
